ga:eventCategory,ga:eventAction,ga:eventLabel,ga:country,ga:date,ga:hour,ga:totalEvents,ga:uniqueEvents,ga:eventValue,ga:avgEventValue,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent
mmViewProblem,16359: BannerRegistration,miguel_clean,Poland,20150304,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,miguel_clean,Poland,20150304,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,miguel_clean,Poland,20150304,12,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,miguel_clean,Poland,20150305,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,miguel_clean,Poland,20150305,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,miguel_clean,Poland,20150306,4,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,mikaelovi,Nigeria,20150304,20,4,2,65436,16359,2,2
mmViewProblem,16359: BannerRegistration,mikearo,United States,20150306,1,2,2,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,misaxi,Australia,20150304,18,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,mish7,India,20150305,1,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,mln,Bulgaria,20150302,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,mln,Bulgaria,20150302,17,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,mln,Bulgaria,20150303,6,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,mln,Bulgaria,20150303,7,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,mln,Bulgaria,20150303,10,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,mln,Bulgaria,20150303,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,mln,Bulgaria,20150303,14,6,1,98154,16359,0,0
mmViewProblem,16359: BannerRegistration,mln,Bulgaria,20150304,1,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,moconor,United States,20150304,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,moriara,United States,20150304,18,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,moriara,United States,20150305,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,moriara,United States,20150306,1,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,moshu,Romania,20150302,15,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,moshu,Romania,20150303,14,3,2,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,moshu,Romania,20150306,12,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,mrmillers,United States,20150304,23,8,3,130872,16359,3,2.666666667
mmViewProblem,16359: BannerRegistration,mrmillers,United States,20150305,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,mutecaffrey,United States,20150303,9,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,myossy,Japan,20150305,3,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,natsugiri,Japan,20150303,0,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,neae,France,20150303,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,neo.subrata,United Kingdom,20150302,15,5,2,81795,16359,1,5
mmViewProblem,16359: BannerRegistration,neo.subrata,United Kingdom,20150303,3,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,neo.subrata,United Kingdom,20150303,9,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,neo.subrata,United Kingdom,20150303,13,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,neo.subrata,United Kingdom,20150303,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,neotheicebird,India,20150303,4,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,net_buster,Poland,20150303,15,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,niasla,Israel,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,nic.lim55,Australia,20150303,9,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,nikalras,Japan,20150303,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,nims11,India,20150305,1,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,nims11,India,20150305,2,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,nishitchittora,India,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,nosiar,South Korea,20150303,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,notmathew,New Zealand,20150302,20,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,nutrino,India,20150305,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,omu,Japan,20150302,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,omu,Japan,20150302,14,2,1,32718,16359,0,0
mmViewProblem,16359: BannerRegistration,omu,Japan,20150303,13,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,omu,Japan,20150304,17,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,omu,Japan,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,omu,Japan,20150305,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,orlovan,Russia,20150302,13,5,1,81795,16359,0,0
mmViewProblem,16359: BannerRegistration,orlovan,Russia,20150304,13,4,1,65436,16359,0,0
mmViewProblem,16359: BannerRegistration,orlovan,Russia,20150306,8,4,1,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,ossan01,Japan,20150305,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,ourtake,Japan,20150302,19,5,3,81795,16359,2,2.5
mmViewProblem,16359: BannerRegistration,ourtake,Japan,20150304,21,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,panbinhd,Israel,20150303,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,pankajraaz583,India,20150306,2,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,panzer3553,Vietnam,20150305,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,patatoid,France,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,pawan91,India,20150305,3,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,pawan91,India,20150305,4,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,petroos,Canada,20150304,18,8,2,130872,16359,2,4
mmViewProblem,16359: BannerRegistration,petroos,Canada,20150305,11,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,pfilippi,Germany,20150302,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,pfilippi,Germany,20150303,9,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,pfilippi,Germany,20150303,10,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,pfilippi,Germany,20150305,21,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,pfilippi,Germany,20150308,19,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,phirasit,Thailand,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,pnomarev,Australia,20150302,20,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,pooya_,United States,20150303,19,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,powerbird,United States,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,prashantgandhi,India,20150304,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,protocolocon,Switzerland,20150305,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,protocolocon,Switzerland,20150305,13,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,purneshtripathi,India,20150305,0,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,purneshtripathi,India,20150305,11,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,purneshtripathi,India,20150305,12,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,putan,South Korea,20150304,3,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,raatum,China,20150305,3,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,raatum,Japan,20150303,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,ragude,United States,20150302,15,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,ragude,United States,20150303,16,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,ragude,United States,20150304,6,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,rajeev9,India,20150305,10,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,ramv92,United States,20150304,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rauljordan,United States,20150302,21,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rb_next,India,20150305,0,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,rb_next,India,20150305,5,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,rbbeltran86,Mexico,20150305,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,regina8023,Japan,20150304,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,ribeiro,Poland,20150302,17,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,ribeiro,Poland,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,ribeiro,Poland,20150304,19,4,1,65436,16359,0,0
mmViewProblem,16359: BannerRegistration,rim9454,South Korea,20150302,23,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rjpeas,Canada,20150304,15,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,rnkavil,India,20150305,1,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,rolandino,Germany,20150304,18,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,rominirani,India,20150303,3,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150302,9,7,1,114513,16359,1,7
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150302,10,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150302,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150302,12,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150302,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150303,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150303,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150303,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150304,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rsial2,United States,20150304,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rst9288,United States,20150304,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,rst9288,United States,20150304,19,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,rst9288,United States,20150304,23,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,ruwantha.joel,Sri Lanka,20150304,19,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,s0nl4c,Vietnam,20150305,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,sabbathist,Belarus,20150303,9,4,1,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,sachith500,Australia,20150302,20,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,sachith500,Australia,20150302,22,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,sachith500,Australia,20150303,17,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,sah2ed,Nigeria,20150304,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,saintila,Finland,20150303,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,sakaark,India,20150303,4,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,sameersoni99,India,20150304,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,samxander,India,20150305,5,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,sasikanth9,India,20150304,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,sasikanth9,India,20150305,9,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,sebasibarguen,Guatemala,20150306,14,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,shaynelqwork,China,20150304,21,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,sherbinaevgeniy,Ukraine,20150303,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,shilov,Russia,20150305,7,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,shilov,Russia,20150306,1,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,shilov,Russia,20150306,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,shin_taku,China,20150304,22,4,2,65436,16359,2,2
mmViewProblem,16359: BannerRegistration,shubh2TopCoder,India,20150304,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,smudge,United States,20150303,18,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,smudge,United States,20150304,18,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,snixtho,Norway,20150303,14,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,snixtho,Norway,20150304,15,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,sohel_uoa,Canada,20150304,20,4,1,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,sourabhindian1,India,20150302,23,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,sowmya96,India,20150305,4,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,srivastu,United Kingdom,20150304,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,srobik,United Kingdom,20150303,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,stanisic.boris,Croatia,20150305,2,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,starea,United States,20150304,10,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,starwand,Japan,20150306,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,sterlope,India,20150302,21,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,strcoder4007,India,20150304,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,sudiptalaha,India,20150303,10,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,sukides,United States,20150304,23,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,sukides,United States,20150305,0,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,suresh_knv,India,20150305,4,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,sylvanarevalo,United States,20150302,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,szd714,Hungary,20150305,5,2,2,32718,16359,2,1
mmViewProblem,16359: BannerRegistration,szd714,Hungary,20150305,6,2,1,32718,16359,0,0
mmViewProblem,16359: BannerRegistration,t-mac,United States,20150301,21,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,tamas.kenez,Hungary,20150302,17,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tanao,Japan,20150304,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tanzaku,Japan,20150303,10,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tau0,Russia,20150304,17,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,tau0,Russia,20150304,18,3,2,49077,16359,2,1.5
mmViewProblem,16359: BannerRegistration,tess_hamzeh,United States,20150303,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,therubiksman,France,20150305,3,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,thomasjpfan,United States,20150302,19,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tikitaka,India,20150303,7,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,timhicks24,United States,20150302,13,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,timhicks24,United States,20150302,14,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,timhicks24,United States,20150303,16,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,timhicks24,United States,20150304,16,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,tiwasaki,Japan,20150302,19,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tjwheel,United States,20150305,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,torys,Poland,20150305,9,13,2,212667,16359,2,6.5
mmViewProblem,16359: BannerRegistration,tri_code,Indonesia,20150304,19,2,1,32718,16359,0,0
mmViewProblem,16359: BannerRegistration,tri_code,Indonesia,20150304,20,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,tri_code,Indonesia,20150304,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tri_code,Indonesia,20150305,8,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,tri_code,Indonesia,20150305,9,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,tri_code,Indonesia,20150305,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tri_code,Indonesia,20150306,0,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tri_code,Indonesia,20150306,3,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,trylar,Russia,20150303,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,trylar,Russia,20150305,1,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,tuliocasagrande,Brazil,20150305,9,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,tushar_d3d11,India,20150303,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,ty70,Japan,20150303,3,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,ty70,Japan,20150303,11,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,ty70,Japan,20150305,12,3,1,49077,16359,0,0
mmViewProblem,16359: BannerRegistration,ty70,Japan,20150305,22,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,ty70,Japan,20150306,12,1,1,16359,16359,0,0
mmViewProblem,16359: BannerRegistration,tygrysek,Germany,20150304,13,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,uchar,United States,20150303,0,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,upbod,India,20150305,21,4,4,65436,16359,4,1
mmViewProblem,16359: BannerRegistration,vidhyabhushanv,India,20150304,2,4,1,65436,16359,1,4
mmViewProblem,16359: BannerRegistration,vikashparida,India,20150303,11,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,vikasverma,India,20150304,6,2,1,32718,16359,1,2
mmViewProblem,16359: BannerRegistration,vipermuffin,United States,20150304,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,vishfrnds,India,20150303,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,vokie,United States,20150303,19,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,vokie,United States,20150303,20,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,vokie,United States,20150304,12,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,vss109,India,20150305,7,3,1,49077,16359,1,3
mmViewProblem,16359: BannerRegistration,vuchko,Ireland,20150304,23,4,2,65436,16359,2,2
mmViewProblem,16359: BannerRegistration,vuchko,Ireland,20150305,8,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,wandering,Japan,20150303,6,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,wehlhard,United States,20150302,22,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,wolfsmile,United States,20150304,20,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,wronfim,United States,20150302,20,1,1,16359,16359,1,1
mmViewProblem,16359: BannerRegistration,wsobolewski,Poland,20150302,13,5,1,81795,16359,1,5
